make_model,make,location,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Renault Megane,Renault,"94400 Vitry sur Seine, FR",32490.0,Station wagon,Used,No,10.0,Automatic,Benzine,Dealer,1598.0,6.0,120.0,Front,"Alloy wheels, Roof rack, Sport package, Sport seats, Voice Control",1287.0,No,Cloth,1.0,efficient,1.0,81.0,5.4,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"Koop jouw auto online 24/7,  1101 BA AMSTERDAM, NL",9351.0,Station wagon,Used,Yes,97847.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,Roof rack,1030.0,Yes,Cloth,3.0,efficient,7.0,66.0,4.5,Standard,Standard,Safety Premium Package
Renault Talisman,Renault,"62220 Carvin, FR",20890.0,Station wagon,Used,No,71000.0,Manual,Diesel,Dealer,1749.0,6.0,120.0,Front,"Alloy wheels, Emergency tyre, Roof rack",1502.0,No,Cloth,1.0,efficient,4.0,118.0,4.6,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"Viale Venezia, 15,  33170 Pordenone - Pn, IT",19900.0,Station wagon,Used,Yes,54327.0,Automatic,Diesel,Dealer,1461.0,6.0,102.0,Front,"Alloy wheels (17""), Ambient lighting, Emergency tyre repair kit, Steel wheels, Touch screen, Voice Control",1315.0,Yes,Cloth,2.0,unefficient,3.0,85.0,3.9,Standard,Plus,Safety Premium Package
Renault Kangoo,Renault,"61 rue de la Dehanne,  22400 Lamballe, FR",13490.0,Station wagon,Used,Yes,62336.0,Manual,Diesel,Dealer,1461.0,5.0,112.0,Front,"Sliding door, Spare tyre",1095.0,No,Cloth,1.0,unefficient,4.0,66.0,4.3,Standard,Standard,Safety Premium Plus Package
Renault Talisman,Renault,"51100 Reims, FR",42900.0,Station wagon,Used,No,9900.0,Automatic,Diesel,Dealer,1997.0,6.0,120.0,4WD,"Alloy wheels, Emergency tyre, Roof rack, Sport package",1502.0,No,Part/Full Leather,1.0,efficient,1.0,118.0,4.6,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"Chroomweg 4,  8445 PN HEERENVEEN, NL",10945.0,Station wagon,Used,No,111479.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Alloy wheels, Roof rack",1063.0,No,Cloth,2.0,unefficient,5.0,66.0,4.6,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"Koop jouw auto online 24/7,  1101 BA AMSTERDAM, NL",14150.0,Station wagon,Used,Yes,54610.0,Automatic,Benzine,Dealer,1197.0,6.0,120.0,Front,"Alloy wheels (16""), Roof rack, Spoiler, Trailer hitch",1170.0,Yes,Cloth,2.0,unefficient,5.0,88.0,5.4,Standard,Standard,Safety Premium Package
Renault Clio,Renault,"Koop jouw auto online 24/7,  1101 BA AMSTERDAM, NL",8950.0,Station wagon,Used,Yes,147629.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Alloy wheels (16""), Roof rack",1030.0,No,Cloth,3.0,efficient,7.0,66.0,4.5,Standard,Standard,Safety Premium Package
Renault Kangoo,Renault,"Richtstraße 44,  9500 Villach, AT",28490.0,Station wagon,Pre-registered,Yes,20.0,Manual,Benzine,Dealer,1330.0,6.0,144.0,Front,"Alloy wheels, Sliding door, Spare tyre, Touch screen, Voice Control",1593.0,Yes,Cloth,1.0,unefficient,0.0,96.0,6.9,Premium,Standard,Safety Premium Package
Renault Megane,Renault,"13700 Marignane, FR",12790.0,Station wagon,Used,No,78148.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Roof rack, Voice Control",1287.0,No,Cloth,2.0,unefficient,3.0,81.0,3.7,Standard,Standard,Safety Premium Package
Renault Trafic,Renault,"Route De Saint-Lo,  50200 COUTANCES, FR",27990.0,Station wagon,Used,Yes,40361.0,Manual,Diesel,Dealer,1598.0,6.0,155.0,Front,"Sliding door, Spare tyre",2045.0,No,Cloth,1.0,efficient,6.0,70.0,6.0,Standard,Standard,Safety Premium Plus Package
Renault Megane,Renault,"De Corridor 15,  3621 ZA BREUKELEN, NL",16990.0,Station wagon,Used,Yes,87683.0,Manual,Benzine,Dealer,1197.0,6.0,120.0,Front,"Alloy wheels, Automatically dimming interior mirror, Roof rack, Spoiler, Voice Control",1266.0,No,Cloth,1.0,efficient,4.0,74.0,5.4,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"SS342, 17,  23890 Barzago - Lecco - Lc, IT",14528.0,Station wagon,Used,Yes,53000.0,Manual,Benzine,Dealer,898.0,5.0,105.0,Front,Alloy wheels,1063.0,No,Cloth,2.0,efficient,3.0,66.0,5.0,Standard,Standard,Safety Premium Plus Package
Renault Megane,Renault,"62219 Longuenesse, FR",19890.0,Station wagon,Used,No,27640.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Roof rack, Voice Control",1287.0,No,Cloth,1.0,unefficient,2.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"CARRETERA NACIONAL 1 KM 469,  48960 Galdakao, ES",9900.0,Station wagon,Used,No,90891.0,Manual,Benzine,Dealer,898.0,5.0,121.5,Front,"Automatically dimming interior mirror, Roof rack, Touch screen",1055.0,No,Cloth,3.0,efficient,7.0,66.0,4.5,Standard,Standard,Safety Premium Package
Renault P 1400,Renault,"RUA REAL 60,  36860 PONTEAEREAS, ES",15500.0,Station wagon,Used,Yes,56250.0,Manual,Diesel,Dealer,1598.0,6.0,124.0,Front,Alloy wheels,1395.0,No,Cloth,2.0,efficient,5.0,81.0,5.3,Standard,Standard,Safety Standard Package
Renault Clio,Renault,"Winterswijksestraat 69,  7126 AA BREDEVOORT, NL",12850.0,Station wagon,Used,Yes,76327.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Alloy wheels (16""), Roof rack",1063.0,Yes,Cloth,2.0,efficient,4.0,66.0,4.6,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Langesteeg 31a,  6721 NB BENNEKOM, NL",7950.0,Station wagon,Used,No,132550.0,Manual,Benzine,Dealer,1598.0,6.0,159.0,Front,"Alloy wheels (16""), Roof rack",1190.0,Yes,Cloth,3.0,unefficient,10.0,82.0,6.9,Standard,Standard,Safety Premium Package
Renault Clio,Renault,"Neue Straße 53,  38444 Wolfsburg Heiligendorf, DE",13350.0,Station wagon,Used,No,27700.0,Manual,Benzine,Dealer,898.0,5.0,134.0,Front,"Alloy wheels, Roof rack, Summer tyres, Winter tyres",1198.0,No,Cloth,1.0,efficient,3.0,66.0,5.1,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Goudstraat 31-49,  7554 NG HENGELO, NL",32250.0,Station wagon,Used,No,14105.0,Automatic,Benzine,Dealer,1598.0,7.0,29.0,Front,"Alloy wheels (17""), Automatically dimming interior mirror, Roof rack, Sport seats",1578.0,Yes,Cloth,2.0,efficient,1.0,117.0,1.3,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"62700 Bruay la Buissiere, FR",17990.0,Station wagon,Used,Yes,17081.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Alloy wheels, Roof rack",1287.0,No,Cloth,2.0,efficient,5.0,82.0,3.7,Standard,Standard,Safety Premium Package
Renault Talisman,Renault,"Via della Scafa 340,  00054 Fiumicino - Rm, IT",17900.0,Station wagon,Used,No,93904.0,Automatic,Diesel,Dealer,1598.0,6.0,117.0,Front,"Alloy wheels (17""), Awning, Electronic parking brake, Roof rack, Touch screen",1611.0,No,Part/Full Leather,2.0,efficient,4.0,96.0,4.5,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"40 Avenue Georges Pompidou,  56800 PLOERMEL, FR",15590.0,Station wagon,Used,No,97101.0,Automatic,Diesel,Dealer,1461.0,6.0,95.0,Front,"Alloy wheels (17""), Automatically dimming interior mirror, Emergency tyre repair kit, Spare tyre",1287.0,No,Cloth,2.0,efficient,4.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Enschedesestraat 32,  7582 AG LOSSER, NL",23900.0,Station wagon,Used,Yes,31212.0,Automatic,Benzine,Dealer,1330.0,7.0,0.0,Front,"Alloy wheels (17""), Automatically dimming interior mirror, Roof rack, Sport seats",1333.0,Yes,Part/Full Leather,1.0,unefficient,3.0,121.0,5.6,Premium,Plus,Safety Premium Package
Renault Clio,Renault,"Sluiswachter 26,  3861 SN NIJKERK, NL",12950.0,Station wagon,Used,Yes,76583.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Alloy wheels (16""), Roof rack, Spoiler",1063.0,No,Cloth,2.0,efficient,4.0,66.0,4.6,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"95 Avenue Edouard Herriot,  56000 VANNES, FR",13490.0,Station wagon,Used,Yes,110338.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Emergency tyre repair kit, Spare tyre",1287.0,No,Part/Full Leather,1.0,unefficient,3.0,85.0,3.9,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"51100 Reims, FR",12990.0,Station wagon,Used,No,82819.0,Manual,Diesel,Dealer,1461.0,5.0,85.0,Front,"Emergency tyre, Roof rack",1063.0,No,Cloth,1.0,efficient,3.0,66.0,3.3,Premium,Standard,Safety Premium Package
Renault Trafic,Renault,"Route De Saint-Lo,  50200 COUTANCES, FR",26990.0,Station wagon,Used,Yes,66310.0,Manual,Diesel,Dealer,1598.0,6.0,155.0,Front,"Sliding door, Spare tyre",2045.0,No,Cloth,1.0,efficient,6.0,70.0,6.0,Standard,Standard,Safety Premium Plus Package
Renault Clio,Renault,"Laarstraat 61,  5025 VJ TILBURG, NL",10445.0,Station wagon,Used,No,123839.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Roof rack, Spoiler",1063.0,Yes,Cloth,1.0,unefficient,5.0,66.0,4.6,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"96 Rue Albert De Mun,  56300 PONTIVY, FR",13990.0,Station wagon,Used,No,87751.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Roof rack, Voice Control",1287.0,No,Part/Full Leather,2.0,efficient,4.0,81.0,3.7,Standard,Standard,Safety Premium Package
Renault Clio,Renault,"Via Silvio Pellico, 12,  20821 Meda - Monza Brianza - Mb, IT",13793.0,Station wagon,Used,Yes,31380.0,Manual,Benzine,Dealer,1149.0,5.0,127.0,Front,"Alloy wheels (16""), Emergency tyre, Emergency tyre repair kit, Touch screen",1141.0,No,Cloth,1.0,efficient,3.0,54.0,5.6,Premium,Standard,Safety Premium Package
Renault Clio,Renault,"Corso Pavia, 59,  27029 Vigevano - Pavia - Pv, IT",10900.0,Station wagon,Used,Yes,60834.0,Manual,Benzine,Dealer,1149.0,5.0,127.0,Front,Steel wheels,1063.0,No,Cloth,1.0,unefficient,5.0,54.0,5.6,Standard,Standard,Safety Premium Package
Renault Clio,Renault,"Burg. Backxlaan 206,  7711 AL NIEUWLEUSEN, NL",7885.0,Station wagon,Used,No,126573.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,Alloy wheels,1030.0,Yes,Cloth,1.0,efficient,9.0,66.0,4.5,Standard,Standard,Safety Premium Package
Renault Clio,Renault,"Via Milano, 3,  23875 Osnago - Lecco - Lc, IT",12597.0,Station wagon,Used,Yes,31380.0,Manual,Benzine,Dealer,898.0,5.0,127.0,Front,"Ambient lighting, Awning, Steel wheels, Touch screen",1063.0,No,Cloth,1.0,efficient,3.0,54.0,5.7,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"Sur RDV Nous Contacter,  75016 PARIS, FR",20700.0,Station wagon,Used,No,14629.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Roof rack, Voice Control",1287.0,No,Part/Full Leather,2.0,efficient,1.0,81.0,3.7,Premium,Plus,Safety Premium Package
Renault Clio,Renault,"De Corridor 15,  3621 ZA BREUKELEN, NL",10990.0,Station wagon,Used,Yes,106138.0,Manual,Benzine,Dealer,898.0,5.0,104.0,Front,"Roof rack, Spoiler",1063.0,No,Cloth,1.0,unefficient,5.0,66.0,5.0,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"122 rue du ladhof,  68000 Colmar, FR",18999.0,Station wagon,Used,Yes,45854.0,Manual,Benzine,Dealer,1198.0,6.0,119.0,Front,"Roof rack, Voice Control",1287.0,No,Part/Full Leather,2.0,efficient,4.0,99.0,5.4,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"Am Hahnweg 2,  01328 Dresden, DE",12590.0,Station wagon,Used,Yes,45288.0,Manual,Diesel,Dealer,1461.0,5.0,87.0,Front,"All season tyres, Electronic parking brake, Emergency tyre repair kit, Roof rack, Steel wheels, Touch screen",1260.0,Yes,Cloth,1.0,efficient,4.0,55.0,3.3,Premium,Standard,Safety Premium Package
Renault Megane,Renault,"59320 Sequendin, FR",19490.0,Station wagon,Used,No,59876.0,Manual,Diesel,Dealer,1461.0,6.0,95.0,Front,"Roof rack, Voice Control",1287.0,No,Part/Full Leather,1.0,unefficient,2.0,81.0,3.7,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Rudower Straße 189,  12351 Berlin, DE",35880.0,Sedan,Used,No,19987.0,Automatic,Benzine,Dealer,1798.0,6.0,176.0,Front,"Alloy wheels (19""), Automatically dimming interior mirror, Cargo barrier, Electronic parking brake, Emergency tyre repair kit, Headlight washer system, Shift paddles, Smoker's package, Spare tyre, Spoiler, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1518.0,Yes,Cloth,1.0,unefficient,3.0,221.0,7.7,Premium,Plus,Safety Premium Package
Renault Talisman,Renault,"Lindenstraße 54,  15517 Fürstenwalde/Spree, DE",17900.0,Sedan,Used,Yes,51617.0,Automatic,Diesel,Dealer,1997.0,6.0,130.0,Front,"Alloy wheels, Touch screen, Voice Control",1670.0,No,Part/Full Leather,1.0,unefficient,3.0,147.0,4.9,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Staatsbaan 46A,  8610 Handzame, BE",35995.0,Sedan,Used,No,32307.0,Automatic,Benzine,Dealer,1798.0,6.0,171.0,Front,"Alloy wheels, Ambient lighting, Electronic parking brake, Emergency tyre repair kit, Headlight washer system, Shift paddles, Spoiler, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1535.0,Yes,Part/Full Leather,1.0,efficient,1.0,205.0,7.5,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Am Flughafen 1/3/5,  12529 Schönefeld, DE",28280.0,Sedan,Used,No,20000.0,Manual,Benzine,Dealer,1798.0,6.0,181.0,Front,"Alloy wheels (19""), Automatically dimming interior mirror, Emergency tyre repair kit, Smoker's package, Sport package, Sport seats, Sport suspension, Touch screen",1512.0,No,Part/Full Leather,1.0,unefficient,3.0,205.0,8.0,Premium,Plus,Safety Premium Package
Renault Talisman,Renault,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",22500.0,Sedan,Used,Yes,6153.0,Automatic,Benzine,Dealer,1332.0,7.0,146.0,Front,"Alloy wheels, Automatically dimming interior mirror",1378.0,No,Part/Full Leather,1.0,unefficient,3.0,117.0,5.6,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"Poligono Makarraztegi, 4,  20180 OIARTZUN, ES",21900.0,Sedan,Used,Yes,6960.0,Automatic,Benzine,Dealer,1461.0,6.0,127.0,Front,Alloy wheels,1315.0,No,Part/Full Leather,1.0,efficient,0.0,118.0,5.65,Standard,Standard,Safety Standard Package
Renault Scenic,Renault,"Neuköllner Straße 234,  12357 Berlin, DE",7490.0,Sedan,Used,No,171541.0,Automatic,Diesel,Dealer,1461.0,6.0,130.0,Front,"Alloy wheels, Steel wheels, Summer tyres, Trailer hitch",1444.0,No,Part/Full Leather,2.0,efficient,10.0,81.0,5.0,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"POL. IND. DE CROSS 39600 SANTANDER CANTABRIA ESPAÑA,  39600 SANTANDER, ES",9500.0,Sedan,Used,Yes,224000.0,Manual,Diesel,Dealer,1500.0,6.0,102.0,Front,Alloy wheels,1315.0,No,Part/Full Leather,1.0,unefficient,3.0,70.0,3.9,Standard,Standard,Safety Standard Package
Renault Talisman,Renault,"Bestel gemakkelijk Online 24/7,  1000 Brussel, BE",15700.0,Sedan,Used,Yes,80997.0,Manual,Diesel,Dealer,1598.0,6.0,102.0,Front,"Automatically dimming interior mirror, Voice Control",1405.0,No,Cloth,1.0,efficient,5.0,96.0,3.9,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"Leibnizstr. 2,  70806 Kornwestheim, DE",16790.0,Sedan,Used,No,73500.0,Automatic,Benzine,Dealer,1461.0,6.0,127.0,Front,"Alloy wheels, Catalytic Converter, Shift paddles, Sport seats, Sport suspension, Touch screen, Voice Control",1315.0,No,Cloth,1.0,efficient,6.0,151.0,5.65,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"BENIGNO RIVERA, 70,  27003 LUGO, ES",12490.0,Sedan,Used,Yes,179600.0,Manual,Diesel,Dealer,1461.0,6.0,102.0,Front,Alloy wheels,1315.0,No,Cloth,1.0,efficient,4.0,81.0,3.9,Standard,Standard,Safety Standard Package
Renault Megane,Renault,"CARRETERA DE MATARO 10,  8903 SANT ADRIÀ DE BESÒS, ES",28208.0,Sedan,Used,Yes,56160.0,Automatic,Benzine,Dealer,1800.0,6.0,127.0,Front,Alloy wheels,1315.0,No,Cloth,1.0,efficient,4.0,205.0,5.65,Standard,Standard,Safety Standard Package
Renault Kadjar,Renault,"Chaussée de Bruxelles  26,  1472 Vieux-Genappe, BE",15900.0,Sedan,Used,Yes,44797.0,Manual,Benzine,Dealer,1197.0,6.0,126.0,Front,"Alloy wheels, Touch screen",1381.0,No,Part/Full Leather,1.0,efficient,4.0,96.0,5.6,Standard,Plus,Safety Premium Plus Package
Renault Latitude,Renault,"GALANAS-CALO-MILLADOIRO, KM 68,  15864 SANTIAGO DE COMPOSTELA, ES",6900.0,Sedan,Used,No,96742.0,Manual,Diesel,Dealer,1995.0,6.0,124.0,Front,Alloy wheels,1395.0,No,Part/Full Leather,1.0,efficient,11.0,110.0,5.3,Standard,Standard,Safety Standard Package
Renault Megane,Renault,"Schulstraße 117,  73066 Uhingen, DE",33690.0,Sedan,Used,No,15000.0,Manual,Benzine,Dealer,1798.0,6.0,185.0,Front,"Alloy wheels (19""), Automatically dimming interior mirror, Cargo barrier, Catalytic Converter, Electronic parking brake, Emergency tyre repair kit, Headlight washer system, Shift paddles, Smoker's package, Spoiler, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control, Winter package",1494.0,Yes,Part/Full Leather,2.0,unefficient,3.0,221.0,8.0,Premium,Plus,Safety Premium Package
Renault Clio,Renault,"CARRETERA DE BARCELONA, 132,  08210 BARBERA DEL VALLES, ES",20400.0,Sedan,Used,Yes,45986.0,Automatic,Benzine,Dealer,1618.0,6.0,119.0,Front,Alloy wheels,1157.0,No,Part/Full Leather,1.0,unefficient,6.0,162.0,5.9,Standard,Standard,Safety Premium Package
Renault Talisman,Renault,"Av. Laboral, 10,  28021 MADRID, ES",21690.0,Sedan,Used,Yes,71922.0,Automatic,Diesel,Dealer,1598.0,7.0,112.0,Front,Alloy wheels,1497.0,No,Cloth,1.0,efficient,6.0,96.0,3.9,Standard,Standard,Safety Standard Package
Renault Talisman,Renault,"Werler Straße 171-177,  59063 Hamm, DE",24490.0,Sedan,Used,No,37008.0,Automatic,Benzine,Dealer,1798.0,7.0,164.0,Front,"Alloy wheels, Catalytic Converter, Sport seats, Touch screen, Voice Control",1562.0,Yes,Part/Full Leather,2.0,unefficient,3.0,165.0,7.2,Premium Plus,Plus,Safety Premium Package
Renault Talisman,Renault,"Bº BARRONDO, 7 - 1º - POLÍGONO INDUSTRIAL LANDETXE,  48480 ZARATAMO, ES",12500.0,Sedan,Used,Yes,195000.0,Manual,Diesel,Dealer,1800.0,6.0,112.0,Front,Alloy wheels,1497.0,No,Part/Full Leather,2.0,unefficient,3.0,88.0,4.05,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Monnikenwerve 205,  8000 Brugge, BE",26995.0,Sedan,Used,Yes,73932.0,Manual,Benzine,Dealer,1798.0,7.0,161.0,Front,"Alloy wheels, Automatically dimming interior mirror, Electronic parking brake, Headlight washer system, Spoiler, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1514.0,No,Part/Full Leather,1.0,efficient,4.0,205.0,7.2,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Carl-Hamel-Straße 4,  09116 Chemnitz, DE",37449.0,Sedan,Used,Yes,18874.0,Manual,Benzine,Dealer,1798.0,6.0,183.0,Front,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, E10-enabled, Electronic parking brake, Sport seats, Sport suspension, Touch screen",1494.0,Yes,Part/Full Leather,1.0,unefficient,3.0,221.0,8.0,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Heinrich-Credner-Str. 4,  99087 Erfurt, DE",31900.0,Sedan,Used,No,14589.0,Manual,Benzine,Dealer,1798.0,6.0,0.0,Front,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Sport package, Sport seats, Touch screen",1315.0,Yes,Cloth,1.0,unefficient,2.0,205.0,8.0,Standard,Plus,Safety Premium Package
Renault Clio,Renault,"C/ CARLOS SAINZ, Nº1,  28914 LEGANES, ES",12495.0,Sedan,Used,No,89117.0,Manual,Diesel,Dealer,1500.0,5.0,90.0,Front,Alloy wheels,1157.0,No,Part/Full Leather,1.0,efficient,4.0,55.0,3.3,Standard,Standard,Safety Premium Package
Renault Megane,Renault,"Sint-Lenaartseweg 44b,  2320 Hoogstraten, BE",18750.0,Sedan,Used,Yes,25.0,Manual,Benzine,Dealer,1333.0,6.0,122.0,Front,"Sport package, Sport seats, Summer tyres, Voice Control",1289.0,No,Cloth,1.0,efficient,1.0,103.0,5.4,Premium,Plus,Safety Premium Package
Renault Talisman,Renault,"Allmendstr. 10-12,  77948 Friesenheim, DE",30490.0,Sedan,Used,Yes,9990.0,Automatic,Benzine,Dealer,1798.0,7.0,164.0,Front,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Emergency tyre, Headlight washer system, Roof rack, Touch screen, Winter package",1600.0,Yes,Part/Full Leather,1.0,unefficient,2.0,165.0,7.4,Standard,Plus,Safety Premium Package
Renault Talisman,Renault,"Heinrich-Credner-Str. 4,  99087 Erfurt, DE",16900.0,Sedan,Used,No,98486.0,Manual,Diesel,Dealer,1598.0,6.0,0.0,Front,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Touch screen",1497.0,Yes,Part/Full Leather,1.0,efficient,6.0,96.0,3.9,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Emmericher Straße 112,  47138 Duisburg, DE",18660.0,Sedan,Used,No,71013.0,Automatic,Benzine,Dealer,1618.0,7.0,138.0,Front,"Alloy wheels, Shift paddles, Sport package, Sport seats, Sport suspension, Touch screen, Voice Control",1467.0,Yes,Cloth,2.0,efficient,6.0,151.0,6.0,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Acheringer Hauptstr.  37,  85354 Freising, DE",42990.0,Sedan,Demonstration,No,9900.0,Automatic,Benzine,Dealer,1798.0,6.0,189.0,Front,"Alloy wheels, Catalytic Converter, Shift paddles, Sport suspension, Touch screen",1522.0,No,Part/Full Leather,1.0,unefficient,0.0,221.0,8.3,Premium,Plus,Safety Premium Package
Renault Megane,Renault,"Steenweg op Wezemaal 149,  3110 Rotselaar, BE",16450.0,Sedan,Used,Yes,57483.0,Manual,Diesel,Dealer,1332.0,6.0,122.0,Front,"Alloy wheels, Ambient lighting, Electronic parking brake, Touch screen, Trailer hitch, Voice Control",1428.0,No,Cloth,1.0,unefficient,3.0,85.0,5.2,Standard,Plus,Safety Premium Package
Renault Megane E-Tech,Renault,"Heilbronner Str. 305 (Zufahrt über Leitzstr. 41-43),  70469 Stuttgart, DE",47690.0,Sedan,Demonstration,Yes,9990.0,Automatic,Benzine,Dealer,1598.0,1.0,63.5,Front,"Alloy wheels, Ambient lighting, Automatically dimming interior mirror, Shift paddles, Summer tyres, Touch screen, Voice Control",1776.0,Yes,Part/Full Leather,1.0,efficient,0.0,160.0,1.4,Standard,Plus,Safety Premium Package
Renault Megane,Renault,"Portal de Gamarra 46 A-B,,  01013 VITORIA - GASTEIZ, ES",35650.0,Sedan,Used,Yes,31443.0,Automatic,Benzine,Dealer,1461.0,6.0,127.0,Front,Alloy wheels,1315.0,No,Cloth,1.0,unefficient,2.0,221.0,5.65,Standard,Standard,Safety Standard Package
